ResponseId	Q120	MainBranch	Age	Employment	RemoteWork	CodingActivities	EdLevel	LearnCode	LearnCodeOnline	LearnCodeCoursesCert	YearsCode	YearsCodePro	DevType	OrgSize	PurchaseInfluence	TechList	BuyNewTool	Country	Currency	CompTotal	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSysPersonal use	OpSysProfessional use	OfficeStackAsyncHaveWorkedWith	OfficeStackAsyncWantToWorkWith	OfficeStackSyncHaveWorkedWith	OfficeStackSyncWantToWorkWith	AISearchHaveWorkedWith	AISearchWantToWorkWith	AIDevHaveWorkedWith	AIDevWantToWorkWith	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	SOAI	AISelect	AISent	AIAcc	AIBen	AIToolInterested in Using	AIToolCurrently Using	AIToolNot interested in Using	AINextVery different	AINextNeither different nor similar	AINextSomewhat similar	AINextVery similar	AINextSomewhat different	TBranch	ICorPM	WorkExp	Knowledge_1	Knowledge_2	Knowledge_3	Knowledge_4	Knowledge_5	Knowledge_6	Knowledge_7	Knowledge_8	Frequency_1	Frequency_2	Frequency_3	TimeSearching	TimeAnswering	ProfessionalTech	Industry	SurveyLength	SurveyEase	ConvertedCompYearly
54380	I agree	I am a developer by profession	18-24 years old	Employed, full-time	In-person	Hobby;Freelance/contract work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Programming Games		8	Less than 1 year	Developer, embedded applications or devices	I don’t know	I have little or no influence		Visit developer communities like Stack Overflow;Ask a generative AI tool	Bangladesh	"BDT	Bangladeshi taka"		Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;Python	Assembly;Bash/Shell (all shells);C;C++;Haskell;Python;Rust			VMware		React		CUDA;Hugging Face Transformers;NumPy;OpenGL;Pandas;Torch/PyTorch	.NET (5+) ;CUDA;Electron;Flutter;GTK;OpenGL	APT;Docker;GNU GCC;LLVM's Clang;Make;Pacman	Cargo;CMake;Docker;GNU GCC;Godot;LLVM's Clang;Ninja;Pacman	Eclipse;Kate;Visual Studio Code	Vim;Visual Studio;Visual Studio Code	Arch;Debian	Arch;Ubuntu;Windows			Discord;Google Meet;Whatsapp;Zoom	Discord;IRC;Slack	ChatGPT	ChatGPT			Stack Overflow;Stack Exchange;Collectives on Stack Overflow	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	No, not really		Yes	Favorable	Increase productivity;Greater efficiency;Speed up learning	Somewhat distrust	Learning about a codebase;Documenting code;Debugging and getting help;Testing code	Writing code;Debugging and getting help	Project planning;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 			Debugging and getting help		Writing code	Yes	Individual contributor	1.0	Disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Never	1-2 times a week	Never	30-60 minutes a day	Less than 15 minutes a day		Other	Too long	Neither easy nor difficult	
55029	I agree	I am not primarily a developer, but I write code sometimes as part of my work/studies	18-24 years old	Student, part-time			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Friend or family member;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp	Formal documentation provided by the owner of the tech;Recorded coding sessions;Click to write Choice 20;Stack Overflow		3					Given a list	Ask developers I know/work with;Visit developer communities like Stack Overflow;Ask a generative AI tool	Bangladesh			HTML/CSS;JavaScript;PHP;SQL	Bash/Shell (all shells);Python;TypeScript	MySQL;SQLite	Cloud Firestore;MariaDB;MongoDB;Oracle			jQuery;Laravel	Angular;Express;Next.js;Node.js;React			Composer;npm;Pip;Vite		Visual Studio Code	PhpStorm	Android;Debian;Other Linux-based;Windows				Discord;Google Chat;Google Meet;Skype;Telegram;Whatsapp;Zoom	Cisco Webex Teams;Signal;Wire	ChatGPT;Google Bard AI				Stack Overflow	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat		Yes	Favorable	Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding	Somewhat trust		Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring				Debugging and getting help;Deployment and monitoring	Writing code;Documenting code;Testing code;Committing and reviewing code																				Appropriate in length	Neither easy nor difficult	
55108	I agree	I am a developer by profession	35-44 years old	Employed, full-time	In-person	Contribute to open-source projects;Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Colleague;Friend or family member;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Certification videos	Udemy;Pluralsight;Coursera;Udacity	8	5	Developer, front-end	20 to 99 employees	I have some influence	Given a list	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool	Bangladesh	"BDT	Bangladeshi taka"	1105000.0	HTML/CSS;JavaScript;PHP;SQL	HTML/CSS;JavaScript;PHP;Rust;SQL	MongoDB;MySQL	MongoDB;MySQL;PostgreSQL	Heroku;Netlify;Vercel	Google Cloud;Heroku;Netlify;Vercel	jQuery;NestJS;Next.js;Node.js;React;Vue.js;WordPress	NestJS;Next.js;Node.js;React;Vue.js;WordPress			Docker;npm;Vite;Webpack	Docker;npm;Vite;Webpack	PhpStorm;Visual Studio Code;WebStorm	PhpStorm;Visual Studio Code;WebStorm	Other Linux-based;Windows;Windows Subsystem for Linux (WSL)	Other Linux-based;Windows;Windows Subsystem for Linux (WSL)	Asana;Basecamp;GitHub Discussions;Trello	GitHub Discussions	Discord;Skype;Slack;Whatsapp	Discord;Slack;Whatsapp	ChatGPT	ChatGPT	GitHub Copilot		Stack Overflow;Stack Exchange;Collectives on Stack Overflow	Multiple times per day	Yes	Multiple times per day	Yes, definitely	Ai Defiantly help StackOverflow	Yes	Favorable	Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding;Improve collaboration	Somewhat trust	Learning about a codebase;Writing code;Documenting code	Learning about a codebase;Writing code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 	Project planning		Learning about a codebase;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 			Writing code;Debugging and getting help;Testing code	Yes	Individual contributor	8.0	Agree	Neither agree nor disagree	Strongly agree	Agree	Strongly agree	Agree	Agree	Agree	1-2 times a week	3-5 times a week	1-2 times a week	30-60 minutes a day	30-60 minutes a day	DevOps function	Information Services, IT, Software Development, or other Technology	Too long	Neither easy nor difficult	10273.0
55176	I agree	I am a developer by profession	Under 18 years old	Employed, part-time	Hybrid (some remote, some in-person)	Hobby	Some college/university study without earning a degree	School (i.e., University, College, etc)			2	2	Blockchain	Just me - I am a freelancer, sole proprietor, etc.	I have some influence	Other	Start a free trial	Bangladesh	"AMD	Armenian dram"		Ada				Amazon Web Services (AWS)	Amazon Web Services (AWS)	Angular;Svelte	Angular;Svelte	.NET (5+) ;.NET Framework (1.0 - 4.8)		Ansible	Ansible	Android Studio	Android Studio	Android	Android	Adobe Workfront	Adobe Workfront	Cisco Webex Teams	Cisco Webex Teams			Adrenaline	Adrenaline	Collectives on Stack Overflow	Less than once per month or monthly	Yes	Less than once per month or monthly	No, not really		Yes	Very favorable	Increase productivity	Highly trust	Learning about a codebase	Learning about a codebase		Learning about a codebase				Learning about a codebase																			Too short		
55223	I agree	I code primarily as a hobby	Under 18 years old	Student, full-time			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Friend or family member;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);Other (please specify):	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Click to write Choice 20;Stack Overflow	Other	5					Other	Ask developers I know/work with;Visit developer communities like Stack Overflow;Other (please specify):;Ask a generative AI tool	Bangladesh			Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript	Assembly;Bash/Shell (all shells);HTML/CSS;Java;JavaScript;TypeScript	Cloud Firestore;SQLite	Cloud Firestore;MongoDB;MySQL;SQLite;Supabase	Heroku;Netlify	Amazon Web Services (AWS);Cloudflare;Google Cloud	jQuery;Node.js;React	jQuery;Node.js;React	OpenGL;React Native;TensorFlow	Flutter;OpenGL;React Native;TensorFlow	Dagger;Gradle;Maven (build tool);npm;Pacman;Pip;Unity 3D	Dagger;Docker;GNU GCC;Godot;Google Test;Gradle;Maven (build tool);npm;Pacman;Pip;Unity 3D;Webpack;Yarn	Eclipse;Nano;Vim;Visual Studio;Visual Studio Code	Android Studio;Nano;Vim;Visual Studio;Visual Studio Code	Android	Android	GitHub Discussions;Markdown File;Stack Overflow for Teams	GitHub Discussions;Markdown File;Stack Overflow for Teams	Discord;Google Chat;Google Meet;Telegram;Whatsapp;Zoom	Discord	ChatGPT	Bing AI;ChatGPT;Google Bard AI			Stack Overflow;Stack Exchange	Daily or almost daily	Yes	A few times per month or weekly	Yes, definitely	No opinion	Yes	Indifferent	Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding;Improve collaboration	Somewhat trust	Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code	Project planning;Documenting code			Project planning;Documenting code																						Appropriate in length	Easy	
55442	I agree	I am a developer by profession	18-24 years old	Employed, full-time;Independent contractor, freelancer, or self-employed	Remote	Bootstrapping a business;Freelance/contract work	Professional degree (JD, MD, Ph.D, Ed.D, etc.)	School (i.e., University, College, etc)			2	1	Designer	2 to 9 employees	I have little or no influence		Start a free trial;Visit developer communities like Stack Overflow;Ask a generative AI tool;Research companies that have emailed me	Bangladesh	"USD	United States dollar"		HTML/CSS;JavaScript		MySQL		Digital Ocean		WordPress	Next.js			Google Test				Windows				Google Chat;Skype;Zoom		ChatGPT;Google Bard AI		GitHub Copilot		Stack Exchange;Collectives on Stack Overflow	A few times per month or weekly	Yes	Less than once per month or monthly	Yes, somewhat		Yes	Very favorable	Increase productivity;Greater efficiency;Speed up learning	Somewhat trust		Writing code;Committing and reviewing code	Learning about a codebase;Testing code				Writing code;Committing and reviewing code		Yes	Individual contributor	15.0	Agree	Disagree	Strongly agree	Disagree	Neither agree nor disagree	Agree	Strongly disagree	Strongly agree	1-2 times a week	3-5 times a week	3-5 times a week	Less than 15 minutes a day	15-30 minutes a day	Innersource initiative;Continuous integration (CI) and (more often) continuous delivery	Information Services, IT, Software Development, or other Technology	Too short	Neither easy nor difficult	
55460	I agree	I am a developer by profession	25-34 years old	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow		12	8	Developer, full-stack	100 to 499 employees	I have some influence	Given a list	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow	Bangladesh	"BDT	Bangladeshi taka"	2340000.0	Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript	Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript	MongoDB;PostgreSQL;Redis	Cassandra;Dynamodb;Elasticsearch;Firebase Realtime Database;MongoDB;PostgreSQL;Redis	Amazon Web Services (AWS);Managed Hosting	Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;Managed Hosting;Netlify	FastAPI;Flask;React	Django;FastAPI;Flask;NestJS;Next.js;Node.js;React	RabbitMQ	Apache Kafka;RabbitMQ	Docker;npm;Pip;Yarn	Ansible;Docker;Kubernetes;npm;Pip;Yarn	Nano;PyCharm;Visual Studio Code	Nano;PyCharm;Visual Studio Code	iOS;Ubuntu;Windows	Ubuntu	Clickup;Miro	Clickup;Miro	Google Meet;Slack;Zoom	Google Meet;Slack;Zoom					Stack Overflow;Stack Exchange	Daily or almost daily	Yes	A few times per month or weekly	Yes, somewhat		No, and I don't plan to												Yes	People manager	6.0	Strongly agree	Disagree	Agree	Agree	Agree	Agree	Disagree	Agree	1-2 times a week	6-10 times a week	Never	15-30 minutes a day	30-60 minutes a day	DevOps function;Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery	Oil & Gas	Appropriate in length	Neither easy nor difficult	21755.0
55502	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Colleague;Friend or family member;Online Courses or Certification		Udemy	5	3	Developer, front-end	10 to 19 employees	I have some influence	Investigate	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"BDT	Bangladeshi taka"	520000.0							Django;Next.js;Node.js;React;WordPress		React Native		Docker;Vite;Yarn		Visual Studio Code		Ubuntu				Telegram;Whatsapp						Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per month or weekly	Yes, definitely		Yes	Unsure	Increase productivity	Neither trust nor distrust									Yes	Individual contributor	3.0	Strongly agree			Strongly agree					1-2 times a week	1-2 times a week		60-120 minutes a day	30-60 minutes a day	Developer portal or other central places to find tools/services	Information Services, IT, Software Development, or other Technology	Too long	Easy	4834.0
55723	I agree	I am not primarily a developer, but I write code sometimes as part of my work/studies	18-24 years old	Not employed, but looking for work			Some college/university study without earning a degree	Other online resources (e.g., videos, blogs, forum);Coding Bootcamp	How-to videos;Video-based Online Courses;Written Tutorials		1		Student			Investigate	Visit developer communities like Stack Overflow	Bangladesh			C;C++	C;C++;Lisp									GNU GCC;Make	CMake;GNU GCC;Make;Pacman	Vim	Vim	Arch										Stack Overflow;Stack Exchange	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	No, not really		No, and I don't plan to																														Appropriate in length	Neither easy nor difficult	
55745	I agree	I am a developer by profession	25-34 years old	Employed, full-time	Hybrid (some remote, some in-person)	Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Blogs with tips and tricks;How-to videos;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Certification videos	Udemy	4	2	Developer, back-end	100 to 499 employees	I have little or no influence		Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow	Bangladesh	"BDT	Bangladeshi taka"		C++;Java;JavaScript;PowerShell;SQL;TypeScript	Go;Python;Rust	PostgreSQL	Cassandra;Cockroachdb;Elasticsearch;MongoDB	Google Cloud	Amazon Web Services (AWS);Microsoft Azure	Angular;React;Spring Boot	Next.js;Node.js	Electron;RabbitMQ;Spring Framework	Apache Kafka;Flutter;NumPy;Pandas	Docker;GNU GCC;Homebrew;Kubernetes;Maven (build tool);npm	Terraform;Wasmer;Webpack;Yarn	Code::Blocks;IntelliJ IDEA;Visual Studio Code		MacOS		Confluence;Jira;Miro;Notion		Google Meet;Microsoft Teams;Slack		ChatGPT	Bing AI;Google Bard AI			Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	Neutral		Yes	Favorable	Increase productivity;Speed up learning	Neither trust nor distrust	Learning about a codebase;Project planning;Documenting code;Debugging and getting help;Testing code	Writing code	Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 					Writing code	No																		Appropriate in length	Neither easy nor difficult	
55793	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Hobby;Contribute to open-source projects;Bootstrapping a business;Professional development or self-paced learning from online courses;Freelance/contract work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Colleague;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;Video-based Online Courses;Written-based Online Courses;Click to write Choice 20;Stack Overflow	Udemy;Coursera	9	5	Developer, back-end	20 to 99 employees	I have some influence	Investigate	Start a free trial;Ask developers I know/work with	Bangladesh	"BDT	Bangladeshi taka"	780000.0	PHP;Python	PHP;Python;TypeScript	MariaDB;MySQL;PostgreSQL;SQLite	Elasticsearch;Firebase Realtime Database;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL	Amazon Web Services (AWS)	Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Heroku;Microsoft Azure	Django;jQuery;Laravel	Angular;AngularJS;CodeIgniter;Django;Express;Flask;jQuery;Laravel;Next.js;Node.js;Vue.js					DataGrip;Notepad++;PhpStorm;PyCharm;Visual Studio Code;WebStorm	DataGrip;Notepad++;PhpStorm;PyCharm;Visual Studio Code;WebStorm	Android;Ubuntu;Windows;Windows Subsystem for Linux (WSL)	Ubuntu	Clickup	Clickup;Jira	Discord;Google Meet;Microsoft Teams;Skype;Slack;Telegram;Whatsapp;Zoom	Discord;Google Meet;Microsoft Teams;Skype;Slack;Telegram;Whatsapp	Bing AI;ChatGPT;Google Bard AI	Bing AI;ChatGPT;Google Bard AI			Stack Overflow;Stack Exchange;Collectives on Stack Overflow	Multiple times per day	Yes	A few times per week	Yes, definitely		Yes	Very favorable	Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding;Improve collaboration	Neither trust nor distrust	Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 	Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code					Learning about a codebase;Writing code;Documenting code;Testing code		Yes	Individual contributor	10.0	Neither agree nor disagree		Strongly agree	Strongly agree	Strongly agree	Strongly agree		Strongly agree	1-2 times a week	Never	Never	60-120 minutes a day	30-60 minutes a day	Microservices;Continuous integration (CI) and (more often) continuous delivery	Healthcare	Appropriate in length	Neither easy nor difficult	7252.0
55810	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Hobby;Freelance/contract work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Stack Overflow	Udemy;Coursera	8	5	Developer, full-stack	20 to 99 employees			Start a free trial	Bangladesh	"BDT	Bangladeshi taka"		Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;MATLAB;PHP;Python;SQL	Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;SQL	MySQL;Oracle;PostgreSQL;SQLite	Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis	Netlify;VMware	Amazon Web Services (AWS);Heroku;Netlify	Angular;Django;Express;FastAPI;Flask;jQuery;Node.js;React;WordPress	Django;Express;FastAPI;Flask;Node.js;React;WordPress	Cordova;NumPy;Pandas	NumPy;Opencv;Pandas;TensorFlow	CMake;Docker;GNU GCC;Homebrew;Make;Pip;Webpack;Yarn	CMake;Docker;GNU GCC;Homebrew;Make;Pip;Yarn	Neovim;Notepad++;Sublime Text;Vim;Visual Studio Code	Neovim;Vim	Debian;Ubuntu	Debian;Ubuntu			Skype;Whatsapp	Skype;Slack;Whatsapp	ChatGPT	ChatGPT	Codeium;GitHub Copilot	Codeium	Stack Overflow;Stack Exchange;Collectives on Stack Overflow	Daily or almost daily	Yes	Less than once per month or monthly	Yes, somewhat		Yes	Favorable	Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding	Somewhat trust	Project planning;Deployment and monitoring;Collaborating with teammates 	Writing code;Documenting code;Committing and reviewing code						Writing code	Yes	Individual contributor	5.0	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Never	1-2 times a week	Never	30-60 minutes a day	15-30 minutes a day	None of these	Other	Appropriate in length	Easy	
56083	I agree	I am learning to code	25-34 years old	Not employed, but looking for work			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow	Udemy	5		Developer, full-stack			Investigate	Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit	Bangladesh			Bash/Shell (all shells);JavaScript;Python;SQL	Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript	MySQL;SQLite	Firebase Realtime Database;MongoDB;MySQL;PostgreSQL	Google Cloud;Netlify	Amazon Web Services (AWS);Digital Ocean;Heroku;Netlify;Vercel	Django;jQuery;Node.js;React	jQuery;Next.js;Node.js;Nuxt.js;React;Vue.js	Keras;NumPy;Pandas;Scikit-Learn;TensorFlow	React Native	Gradle;npm;Pip;Vite;Yarn	npm;Pip;Vite;Yarn	Android Studio;Atom;Code::Blocks;Geany;Vim;Visual Studio Code	Atom;Geany;Visual Studio Code	Ubuntu		Trello	Jira;Trello	Discord;Google Meet;Skype;Slack;Zoom	Discord;Google Meet;Slack	ChatGPT;WolframAlpha	ChatGPT	GitHub Copilot	GitHub Copilot	Stack Overflow;Stack Exchange	Multiple times per day	Yes	Less than once per month or monthly	Yes, somewhat	AI can find relevant question more quickly and efficiently and probably answer simple question.	Yes	Favorable	Increase productivity;Greater efficiency;Speed up learning	Somewhat trust	Learning about a codebase;Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 	Writing code;Debugging and getting help						Writing code;Debugging and getting help																			Appropriate in length	Neither easy nor difficult	
56101	I agree	I am a developer by profession	35-44 years old	Employed, full-time	Hybrid (some remote, some in-person)	Professional development or self-paced learning from online courses;Freelance/contract work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Online Courses or Certification		Pluralsight;Coursera	18	14	Developer, full-stack	100 to 499 employees	I have little or no influence		Start a free trial;Ask developers I know/work with	Bangladesh	"BDT	Bangladeshi taka"	3600000.0	JavaScript;PHP;TypeScript	JavaScript;Rust;TypeScript	Dynamodb;Elasticsearch;MySQL;PostgreSQL;Redis;Supabase	Elasticsearch;MySQL;PostgreSQL;Redis;Supabase	Amazon Web Services (AWS);Vercel	Amazon Web Services (AWS);Vercel	Express;Laravel;NestJS;Next.js;React	Express;Next.js;React	React Native		pnpm	pnpm	Visual Studio Code;Xcode	Visual Studio Code	MacOS	MacOS	GitHub Discussions;Trello	GitHub Discussions;Trello	Google Meet;Skype;Slack	Google Meet;Skype;Slack	Bing AI;ChatGPT	ChatGPT	GitHub Copilot	GitHub Copilot	Stack Overflow	A few times per week	Yes	A few times per month or weekly	Yes, definitely		Yes	Favorable	Increase productivity;Greater efficiency	Neither trust nor distrust	Writing code;Debugging and getting help	Debugging and getting help						Debugging and getting help	Yes	Individual contributor	14.0	Strongly agree								1-2 times a week	1-2 times a week	1-2 times a week	15-30 minutes a day	15-30 minutes a day	None of these	Information Services, IT, Software Development, or other Technology	Appropriate in length	Neither easy nor difficult	33469.0
56111	I agree	I am a developer by profession	18-24 years old	Employed, full-time	Remote	Freelance/contract work	Associate degree (A.A., A.S., etc.)	Coding Bootcamp			5	5	Blockchain	2 to 9 employees	I have some influence	Investigate	Start a free trial	Bangladesh	AED United Arab Emirates dirham		Apex												Android Studio	Android Studio	AIX	AIX	Adobe Workfront	Adobe Workfront	Cisco Webex Teams	Cisco Webex Teams	Andi	Andi	Adrenaline	Adrenaline	Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)	A few times per month or weekly	Yes	Less than once per month or monthly	No, not really	Please 1 konomi  id	Yes	Very favorable	Greater efficiency	Highly trust	Learning about a codebase								Yes	Individual contributor	27.0	Strongly disagree	Strongly disagree	Neither agree nor disagree	Neither agree nor disagree					1-2 times a week	1-2 times a week	6-10 times a week	15-30 minutes a day	15-30 minutes a day	None of these;AI-assisted technology tool(s)	Advertising Services	Appropriate in length		
56455	I agree	I am a developer by profession	18-24 years old	Independent contractor, freelancer, or self-employed	Remote	Hobby;Contribute to open-source projects;Bootstrapping a business	Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Written Tutorials;Click to write Choice 20;Stack Overflow		4	3	Developer, full-stack	Just me - I am a freelancer, sole proprietor, etc.	I have a great deal of influence	Investigate	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool	Bangladesh	"BDT	Bangladeshi taka"		HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript	Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Perl;PHP;Python;Rust;SQL;TypeScript	MySQL;PostgreSQL;Redis;SQLite	Cassandra;Cockroachdb;PostgreSQL;Redis;SQLite	Firebase;Google Cloud;Heroku;Render;Vercel	Digital Ocean;Firebase;Google Cloud;Heroku;Linode, now Akamai;Vercel	Django;Express;Flask;jQuery;Laravel;Node.js;React;Solid.js;Vue.js;WordPress	Django;Express;jQuery;Node.js;Qwik;Solid.js	Electron;NumPy;Opencv	.NET MAUI;Electron;GTK;NumPy;Opencv;Pandas;RabbitMQ;React Native;Scikit-Learn;Tauri;TensorFlow;Torch/PyTorch	APT;Cargo;Chocolatey;Composer;GNU GCC;npm;Pip;Vite;Webpack;Yarn	Cargo;Chocolatey;Docker;GNU GCC;Make;Nix;Pacman;pnpm;Unreal Engine;Vite;Webpack;Yarn	Android Studio;Atom;Code::Blocks;Eclipse;Nano;PyCharm;Sublime Text;Vim;Visual Studio Code;VSCodium	Nano;Neovim;Vim;Visual Studio Code;VSCodium	Debian	Debian	GitHub Discussions;Miro;Notion;Trello	GitHub Discussions;Miro;Notion;Trello	Discord;Google Chat	Discord;Google Chat;IRC;Matrix;Signal	Bing AI;ChatGPT;Google Bard AI;Phind	ChatGPT;Google Bard AI;Phind			Stack Overflow;Stack Exchange	Multiple times per day	Yes	Daily or almost daily	Yes, definitely		Yes	Very favorable	Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding	Neither trust nor distrust	Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Collaborating with teammates 	Writing code;Debugging and getting help	Deployment and monitoring	Writing code;Debugging and getting help																							Appropriate in length	Easy	
